Temperature_C,Humidity_%,Predicted_Lifespan_Months,Predicted_Lifespan_Days,Farmer_Action
44,28,0,10,1
10,83,0,6,1
39,33,0,4,1
45,39,0,8,1
48,82,0,9,1
44,34,0,9,1
17,75,0,6,1
38,55,0,9,1
36,24,0,9,1
36,21,0,6,1
45,34,0,6,1
11,75,0,8,1
47,25,0,8,1
41,82,0,9,1
45,23,0,6,1
49,55,0,4,1
46,49,0,8,1
24,77,0,5,1
47,56,0,5,1
45,46,0,11,1
41,29,0,6,1
35,80,0,5,1
40,35,0,10,1
35,29,0,10,1
36,83,0,7,1
38,82,0,4,1
39,77,0,3,1
12,82,0,11,1
37,22,0,8,1
44,38,0,4,1
46,60,0,8,1
39,43,0,10,1
40,47,0,3,1
35,54,0,11,1
42,58,0,6,1
42,21,0,3,1
12,75,0,9,1
41,31,0,4,1
19,81,0,10,1
43,31,0,10,1
49,44,0,5,1
47,84,0,9,1
39,23,0,8,1
10,84,0,8,1
38,47,0,3,1
41,41,0,5,1
46,34,0,10,1
43,47,0,6,1
40,32,0,7,1
44,20,0,10,1
45,53,0,5,1
23,79,0,8,1
41,44,0,7,1
43,33,0,11,1
47,84,0,10,1
38,46,0,7,1
35,80,0,6,1
46,51,0,7,1
47,44,0,3,1
41,53,0,11,1
47,58,0,11,1
45,54,0,6,1
10,79,0,11,1
17,77,0,5,1
49,32,0,8,1
48,54,0,11,1
42,20,0,4,1
23,79,0,4,1
17,80,0,8,1
39,28,0,5,1
41,41,0,4,1
22,83,0,6,1
47,38,0,6,1
40,20,0,11,1
46,57,0,9,1
42,50,0,9,1
40,47,0,4,1
39,45,0,9,1
13,83,0,3,1
48,52,0,3,1
47,21,0,7,1
49,20,0,8,1
42,76,0,4,1
45,36,0,3,1
11,83,0,11,1
35,44,0,7,1
42,38,0,10,1
40,42,0,6,1
46,45,0,5,1
38,22,0,5,1
42,58,0,7,1
46,78,0,9,1
23,81,0,5,1
15,80,0,6,1
48,22,0,7,1
38,25,0,10,1
47,83,0,3,1
42,33,0,6,1
41,41,0,4,1
38,52,0,8,1
44,32,0,9,1
37,52,0,11,1
47,41,0,5,1
44,47,0,9,1
47,29,0,8,1
49,40,0,8,1
49,34,0,10,1
49,42,0,3,1
43,75,0,3,1
43,46,0,11,1
40,27,0,3,1
44,36,0,3,1
41,47,0,10,1
49,51,0,3,1
36,49,0,9,1
39,83,0,9,1
48,59,0,9,1
46,23,0,10,1
41,26,0,10,1
48,82,0,10,1
39,23,0,10,1
41,29,0,6,1
44,38,0,7,1
38,82,0,7,1
45,76,0,3,1
49,26,0,8,1
49,50,0,4,1
16,75,0,8,1
43,79,0,6,1
48,75,0,3,1
42,42,0,5,1
39,82,0,11,1
37,84,0,3,1
40,33,0,7,1
47,49,0,6,1
47,25,0,11,1
36,38,0,4,1
46,28,0,5,1
17,80,0,7,1
44,22,0,9,1
41,29,0,8,1
46,48,0,6,1
12,79,0,7,1
48,40,0,6,1
40,82,0,3,1
45,76,0,6,1
23,76,0,8,1
46,59,0,8,1
49,29,0,7,1
37,20,0,4,1
42,36,0,6,1
38,36,0,7,1
22,77,0,5,1
46,37,0,8,1
41,78,0,7,1
47,45,0,5,1
40,41,0,6,1
40,21,0,8,1
47,26,0,5,1
44,42,0,7,1
35,28,0,11,1
44,50,0,7,1
48,36,0,11,1
45,81,0,11,1
40,21,0,9,1
46,30,0,4,1
37,44,0,6,1
21,77,0,6,1
42,59,0,6,1
45,77,0,6,1
35,43,0,4,1
40,39,0,8,1
46,43,0,10,1
23,82,0,5,1
45,80,0,5,1
36,41,0,8,1
44,32,0,4,1
17,75,0,7,1
49,54,0,4,1
35,31,0,7,1
38,77,0,9,1
39,37,0,6,1
43,34,0,10,1
45,50,0,8,1
38,30,0,11,1
46,59,0,5,1
17,78,0,10,1
47,49,0,3,1
23,82,0,5,1
39,56,0,7,1
40,29,0,6,1
36,37,0,4,1
40,38,0,7,1
49,78,0,8,1
40,53,0,10,1
37,52,0,10,1
44,81,0,8,1
44,79,0,4,1
49,36,0,8,1
48,83,0,9,1
45,81,0,10,1
46,30,0,6,1
40,32,0,4,1
44,45,0,11,1
48,36,0,3,1
38,48,0,3,1
35,36,0,11,1
49,52,0,5,1
43,78,0,11,1
45,28,0,4,1
48,47,0,3,1
49,54,0,10,1
47,83,0,11,1
35,24,0,10,1
36,49,0,3,1
43,39,0,7,1
35,46,0,7,1
39,45,0,7,1
42,30,0,9,1
35,42,0,5,1
46,35,0,11,1
38,83,0,8,1
45,47,0,8,1
43,27,0,8,1
37,79,0,4,1
36,82,0,7,1
36,49,0,10,1
40,46,0,10,1
38,45,0,3,1
35,77,0,6,1
49,48,0,11,1
14,75,0,9,1
40,46,0,5,1
39,36,0,9,1
44,48,0,5,1
39,77,0,7,1
36,26,0,3,1
45,37,0,4,1
42,84,0,8,1
40,43,0,3,1
37,79,0,4,1
42,48,0,6,1
44,23,0,3,1
44,37,0,4,1
11,76,0,9,1
41,23,0,10,1
18,75,0,9,1
36,75,0,10,1
16,80,0,9,1
39,29,0,11,1
36,80,0,4,1
45,82,0,11,1
40,27,0,5,1
47,28,0,9,1
47,45,0,4,1
43,78,0,10,1
42,53,0,7,1
40,51,0,6,1
17,76,0,8,1
45,59,0,7,1
19,84,0,7,1
46,52,0,10,1
41,42,0,8,1
48,34,0,11,1
41,55,0,3,1
44,26,0,3,1
46,82,0,9,1
24,77,0,3,1
46,25,0,11,1
17,76,0,10,1
47,30,0,10,1
39,20,0,4,1
47,26,0,11,1
46,37,0,3,1
47,76,0,10,1
36,47,0,9,1
25,82,0,3,1
38,51,0,8,1
36,21,0,11,1
41,30,0,9,1
10,83,0,10,1
40,54,0,3,1
44,24,0,6,1
37,75,0,11,1
42,82,0,3,1
46,31,0,3,1
15,81,0,5,1
39,57,0,10,1
37,24,0,4,1
36,46,0,10,1
45,44,0,5,1
41,28,0,7,1
49,32,0,5,1
14,76,0,10,1
35,28,0,6,1
48,29,0,7,1
38,29,0,6,1
24,77,0,8,1
43,32,0,9,1
44,81,0,4,1
43,43,0,5,1
46,35,0,4,1
37,50,0,3,1
17,76,0,11,1
10,80,0,3,1
36,27,0,10,1
24,78,0,7,1
38,34,0,6,1
42,58,0,8,1
36,29,0,4,1
13,81,0,9,1
46,21,0,5,1
37,55,0,11,1
42,40,0,10,1
47,84,0,3,1
41,35,0,9,1
41,52,0,7,1
15,84,0,6,1
49,38,0,7,1
41,21,0,3,1
37,22,0,7,1
17,78,0,9,1
46,50,0,11,1
43,23,0,10,1
46,39,0,6,1
37,24,0,3,1
46,32,0,3,1
46,81,0,10,1
48,83,0,6,1
24,84,0,10,1
15,76,0,11,1
47,78,0,6,1
41,31,0,7,1
44,47,0,10,1
41,56,0,5,1
47,42,0,8,1
44,52,0,11,1
47,47,0,7,1
44,34,0,7,1
19,78,0,5,1
17,77,0,7,1
20,77,0,4,1
47,47,0,4,1
48,54,0,7,1
43,23,0,5,1
43,49,0,11,1
44,49,0,3,1
36,75,0,8,1
42,76,0,7,1
44,31,0,7,1
43,53,0,7,1
48,29,0,4,1
36,31,0,7,1
37,36,0,5,1
45,83,0,5,1
41,23,0,3,1
37,80,0,7,1
47,80,0,8,1
46,52,0,11,1
24,76,0,8,1
40,36,0,8,1
45,59,0,11,1
36,58,0,7,1
12,79,0,8,1
39,80,0,8,1
43,28,0,5,1
20,83,0,10,1
46,22,0,3,1
47,41,0,5,1
12,78,0,11,1
38,79,0,6,1
43,33,0,7,1
42,53,0,10,1
36,56,0,8,1
42,59,0,7,1
44,25,0,9,1
43,37,0,11,1
49,51,0,8,1
40,29,0,11,1
41,41,0,9,1
46,46,0,6,1
41,84,0,6,1
19,78,0,5,1
44,81,0,11,1
36,29,0,8,1
16,75,0,3,1
39,42,0,6,1
37,41,0,6,1
45,45,0,7,1
13,82,0,9,1
47,84,0,8,1
47,76,0,8,1
35,83,0,7,1
35,51,0,8,1
38,75,0,9,1
38,33,0,9,1
42,82,0,11,1
37,21,0,5,1
15,83,0,6,1
46,77,0,11,1
35,44,0,3,1
40,79,0,3,1
17,78,0,8,1
43,84,0,5,1
43,58,0,11,1
35,43,0,5,1
19,77,0,7,1
47,37,0,7,1
35,23,0,5,1
44,57,0,6,1
45,75,0,4,1
41,32,0,11,1
41,55,0,3,1
35,59,0,5,1
41,77,0,4,1
12,78,0,10,1
48,39,0,3,1
38,46,0,4,1
47,22,0,11,1
44,75,0,10,1
36,45,0,11,1
42,45,0,7,1
48,51,0,3,1
46,79,0,9,1
17,76,0,5,1
38,20,0,5,1
44,45,0,11,1
37,76,0,5,1
45,26,0,3,1
17,80,0,8,1
41,52,0,7,1
43,28,0,9,1
44,29,0,10,1
44,53,0,3,1
41,25,0,9,1
42,75,0,8,1
41,58,0,5,1
42,24,0,5,1
35,59,0,9,1
39,41,0,4,1
38,45,0,6,1
13,84,0,5,1
45,57,0,10,1
48,40,0,11,1
45,54,0,5,1
47,24,0,10,1
40,33,0,5,1
38,42,0,8,1
24,76,0,3,1
48,58,0,6,1
37,48,0,7,1
40,33,0,3,1
42,29,0,7,1
45,21,0,5,1
47,49,0,11,1
49,82,0,4,1
12,78,0,11,1
36,39,0,6,1
45,44,0,11,1
40,31,0,8,1
37,39,0,8,1
14,78,0,5,1
44,44,0,6,1
43,44,0,3,1
41,51,0,5,1
35,45,0,10,1
12,77,0,11,1
49,27,0,8,1
45,29,0,5,1
46,37,0,4,1
46,41,0,11,1
45,53,0,4,1
21,76,0,10,1
44,33,0,7,1
41,52,0,5,1
47,20,0,11,1
37,28,0,4,1
18,76,0,5,1
10,78,0,10,1
47,27,0,5,1
20,80,0,8,1
46,36,0,9,1
42,79,0,3,1
48,33,0,10,1
49,35,0,3,1
37,77,0,9,1
49,75,0,5,1
38,84,0,6,1
44,33,0,11,1
42,44,0,8,1
39,54,0,11,1
48,34,0,8,1
38,56,0,10,1
44,41,0,6,1
39,52,0,10,1
15,80,0,11,1
36,49,0,9,1
44,52,0,3,1
35,77,0,5,1
40,81,0,10,1
45,55,0,5,1
15,76,0,7,1
47,42,0,8,1
45,42,0,4,1
43,22,0,3,1
39,43,0,7,1
41,37,0,11,1
39,80,0,3,1
49,44,0,11,1
39,48,0,11,1
42,52,0,6,1
35,22,0,3,1
41,38,0,11,1
44,45,0,7,1
22,78,0,10,1
47,37,0,4,1
38,80,0,9,1
36,76,0,11,1
41,20,0,7,1
35,51,0,7,1
39,59,0,10,1
45,58,0,9,1
45,56,0,11,1
17,80,0,4,1
35,33,0,4,1
44,48,0,10,1
40,54,0,11,1
10,78,0,7,1
43,56,0,5,1
16,83,0,7,1
43,38,0,4,1
38,35,0,6,1
43,47,0,5,1
44,47,0,5,1
44,24,0,6,1
36,35,0,9,1
42,25,0,8,1
36,35,0,3,1
22,77,0,8,1
43,47,0,9,1
43,33,0,3,1
41,39,0,9,1
38,22,0,8,1
38,48,0,3,1
15,81,0,3,1
36,30,0,6,1
23,84,0,6,1
24,78,0,11,1
44,59,0,5,1
35,33,0,7,1
46,52,0,3,1
45,42,0,5,1
36,27,0,11,1
21,81,0,3,1
39,49,0,11,1
17,75,0,8,1
49,26,0,9,1
35,42,0,7,1
44,80,0,5,1
42,40,0,3,1
39,56,0,5,1
17,80,0,10,1
47,33,0,7,1
45,46,0,6,1
42,45,0,5,1
42,57,0,9,1
37,20,0,10,1
15,75,0,10,1
37,55,0,9,1
13,82,0,10,1
14,81,0,3,1
40,78,0,5,1
35,25,0,9,1
24,83,0,6,1
13,84,0,5,1
38,31,0,7,1
44,80,0,7,1
47,59,0,5,1
38,84,0,7,1
23,84,0,10,1
14,75,0,7,1
47,79,0,3,1
47,51,0,4,1
37,21,0,9,1
49,48,0,8,1
48,77,0,10,1
35,42,0,11,1
14,81,0,9,1
49,80,0,3,1
46,42,0,9,1
48,43,0,7,1
48,37,0,5,1
49,54,0,5,1
21,76,0,10,1
38,76,0,4,1
39,43,0,7,1
43,57,0,5,1
45,20,0,4,1
18,84,0,4,1
45,53,0,3,1
44,31,0,6,1
17,76,0,9,1
37,41,0,9,1
45,24,0,9,1
37,35,0,9,1
35,36,0,8,1
37,37,0,9,1
37,76,0,9,1
41,82,0,3,1
47,55,0,9,1
43,38,0,5,1
48,43,0,6,1
35,55,0,7,1
43,26,0,4,1
41,28,0,8,1
49,84,0,5,1
35,47,0,8,1
43,34,0,11,1
37,77,0,7,1
42,33,0,11,1
41,44,0,10,1
44,34,0,11,1
49,48,0,9,1
49,54,0,11,1
47,84,0,4,1
38,84,0,11,1
45,54,0,7,1
36,39,0,8,1
44,84,0,3,1
49,29,0,3,1
22,79,0,8,1
36,83,0,6,1
49,49,0,8,1
48,55,0,6,1
47,54,0,5,1
41,38,0,11,1
49,52,0,10,1
42,41,0,11,1
41,24,0,11,1
39,45,0,8,1
49,53,0,4,1
48,52,0,11,1
36,23,0,4,1
46,57,0,7,1
45,77,0,3,1
16,80,0,6,1
24,81,0,11,1
42,75,0,4,1
37,25,0,5,1
37,76,0,5,1
43,42,0,3,1
40,30,0,3,1
42,39,0,6,1
40,54,0,11,1
43,20,0,3,1
46,30,0,7,1
36,26,0,7,1
42,78,0,8,1
36,27,0,11,1
24,75,0,10,1
45,26,0,9,1
19,84,0,4,1
36,83,0,8,1
45,34,0,6,1
44,84,0,10,1
47,25,0,6,1
45,47,0,10,1
35,27,0,11,1
35,82,0,5,1
16,77,0,3,1
14,75,0,7,1
40,45,0,8,1
44,39,0,11,1
39,79,0,9,1
46,23,0,5,1
37,50,0,5,1
35,40,0,7,1
38,48,0,10,1
40,82,0,3,1
40,36,0,6,1
24,80,0,8,1
38,78,0,3,1
35,84,0,9,1
48,44,0,4,1
41,28,0,10,1
36,31,0,9,1
18,75,0,11,1
42,27,0,11,1
35,79,0,7,1
49,52,0,5,1
46,23,0,7,1
40,58,0,5,1
44,47,0,8,1
37,31,0,10,1
35,59,0,7,1
35,43,0,6,1
18,83,0,9,1
41,29,0,5,1
35,30,0,8,1
48,77,0,9,1
45,26,0,9,1
45,41,0,9,1
16,76,0,7,1
13,81,0,7,1
45,28,0,10,1
12,81,0,9,1
35,40,0,11,1
21,83,0,9,1
39,34,0,6,1
45,23,0,10,1
44,79,0,11,1
36,79,0,11,1
49,30,0,10,1
47,39,0,9,1
36,56,0,5,1
49,75,0,6,1
42,54,0,5,1
36,44,0,4,1
45,39,0,5,1
40,26,0,8,1
23,82,0,11,1
47,36,0,11,1
46,30,0,8,1
39,45,0,4,1
46,24,0,3,1
45,76,0,7,1
48,30,0,7,1
44,83,0,11,1
39,57,0,3,1
42,34,0,10,1
43,56,0,4,1
12,75,0,10,1
39,47,0,8,1
45,79,0,11,1
45,40,0,3,1
44,75,0,4,1
48,83,0,9,1
37,34,0,5,1
40,79,0,6,1
43,21,0,9,1
39,40,0,7,1
43,39,0,6,1
36,50,0,5,1
37,29,0,8,1
42,33,0,6,1
43,58,0,8,1
37,31,0,10,1
42,80,0,8,1
38,58,0,7,1
47,25,0,7,1
39,76,0,6,1
46,32,0,3,1
48,38,0,7,1
40,41,0,8,1
38,57,0,11,1
38,46,0,3,1
45,24,0,6,1
49,26,0,6,1
49,30,0,7,1
49,45,0,8,1
38,54,0,5,1
15,82,0,8,1
49,40,0,4,1
37,33,0,10,1
44,40,0,5,1
42,34,0,5,1
40,46,0,8,1
36,30,0,10,1
49,36,0,7,1
41,33,0,8,1
12,78,0,8,1
12,84,0,7,1
14,83,0,4,1
37,78,0,6,1
39,47,0,10,1
37,45,0,11,1
13,75,0,7,1
37,76,0,7,1
42,50,0,7,1
42,76,0,9,1
37,36,0,7,1
39,56,0,3,1
48,84,0,6,1
38,45,0,7,1
48,82,0,8,1
46,24,0,8,1
37,50,0,3,1
22,82,0,6,1
44,22,0,7,1
35,27,0,6,1
35,41,0,4,1
43,31,0,5,1
44,55,0,11,1
43,35,0,11,1
48,46,0,8,1
12,82,0,6,1
48,84,0,6,1
38,54,0,8,1
45,56,0,5,1
42,29,0,10,1
45,33,0,11,1
14,81,0,11,1
43,40,0,10,1
21,80,0,4,1
42,44,0,10,1
37,26,0,8,1
44,34,0,9,1
47,82,0,7,1
19,81,0,4,1
49,42,0,4,1
49,55,0,7,1
49,54,0,11,1
35,80,0,7,1
49,78,0,10,1
36,40,0,6,1
45,54,0,6,1
13,80,0,8,1
44,43,0,4,1
46,56,0,4,1
44,59,0,9,1
39,51,0,11,1
39,37,0,9,1
47,27,0,4,1
46,60,0,7,1
48,39,0,4,1
36,26,0,3,1
20,84,0,8,1
35,28,0,8,1
42,55,0,8,1
35,43,0,8,1
19,76,0,7,1
38,79,0,5,1
48,83,0,9,1
38,39,0,3,1
47,46,0,6,1
38,51,0,7,1
13,80,0,8,1
35,50,0,11,1
42,42,0,8,1
36,50,0,6,1
49,45,0,11,1
45,84,0,5,1
45,46,0,10,1
38,50,0,4,1
21,75,0,9,1
48,27,0,6,1
23,77,0,10,1
42,22,0,11,1
47,78,0,3,1
41,29,0,7,1
41,32,0,11,1
48,39,0,11,1
49,37,0,3,1
38,45,0,9,1
38,59,0,6,1
38,44,0,8,1
20,82,0,7,1
46,52,0,3,1
46,39,0,10,1
19,82,0,5,1
42,84,0,8,1
42,79,0,7,1
21,81,0,5,1
44,46,0,9,1
43,46,0,6,1
39,32,0,11,1
42,56,0,7,1
10,76,0,3,1
16,75,0,9,1
39,23,0,7,1
20,79,0,4,1
38,44,0,9,1
44,49,0,6,1
39,79,0,8,1
49,57,0,10,1
36,49,0,8,1
21,84,0,11,1
38,30,0,9,1
37,29,0,10,1
39,76,0,7,1
44,28,0,8,1
36,36,0,8,1
48,46,0,4,1
41,33,0,3,1
47,51,0,7,1
39,45,0,6,1
44,34,0,5,1
38,34,0,6,1
38,55,0,6,1
47,75,0,6,1
42,55,0,8,1
10,78,0,10,1
41,48,0,7,1
48,21,0,10,1
42,43,0,4,1
48,53,0,7,1
24,75,0,8,1
37,42,0,3,1
47,84,0,11,1
49,82,0,6,1
46,26,0,3,1
39,79,0,3,1
39,46,0,11,1
45,37,0,4,1
45,51,0,4,1
39,83,0,4,1
24,80,0,6,1
48,82,0,9,1
14,76,0,4,1
35,50,0,10,1
46,82,0,3,1
10,82,0,10,1
47,52,0,7,1
21,84,0,3,1
49,56,0,4,1
46,51,0,6,1
43,39,0,7,1
46,26,0,4,1
40,79,0,4,1
42,23,0,9,1
37,25,0,8,1
45,54,0,3,1
36,35,0,8,1
36,80,0,10,1
48,22,0,7,1
48,42,0,3,1
39,34,0,3,1
40,81,0,8,1
44,78,0,4,1
10,80,0,6,1
46,47,0,7,1
42,49,0,3,1
48,36,0,10,1
36,37,0,11,1
19,76,0,4,1
21,82,0,10,1
36,79,0,6,1
43,54,0,6,1
45,48,0,6,1
18,79,0,8,1
44,34,0,10,1
20,82,0,5,1
38,20,0,6,1
42,43,0,4,1
44,33,0,4,1
46,26,0,3,1
44,33,0,10,1
16,79,0,3,1
49,76,0,6,1
13,76,0,9,1
40,38,0,6,1
44,32,0,11,1
38,58,0,6,1
22,78,0,11,1
36,25,0,7,1
35,26,0,5,1
39,33,0,8,1
49,78,0,8,1
45,35,0,9,1
42,79,0,8,1
49,81,0,8,1
13,76,0,4,1
35,51,0,4,1
48,29,0,8,1
43,59,0,10,1
42,20,0,7,1
37,50,0,7,1
39,45,0,8,1
49,76,0,10,1
15,76,0,10,1
45,33,0,4,1
37,59,0,11,1
47,35,0,9,1
18,80,0,9,1
46,21,0,7,1
46,31,0,7,1
42,77,0,5,1
36,77,0,4,1
42,54,0,3,1
44,34,0,6,1
35,29,0,11,1
10,76,0,4,1
46,40,0,9,1
10,83,0,5,1
45,36,0,5,1
41,20,0,7,1
21,77,0,11,1
38,30,0,5,1
41,53,0,5,1
36,84,0,10,1
38,56,0,5,1
36,24,0,4,1
11,78,0,3,1
45,76,0,3,1
44,58,0,3,1
44,31,0,4,1
50,41,0,4,1
35,22,0,5,1
50,45,0,9,1
39,84,0,7,1
41,49,0,4,1
42,31,0,9,1
19,84,0,5,1
45,58,0,7,1
41,75,0,7,1
38,47,0,10,1
45,84,0,3,1
35,81,0,10,1
24,80,0,3,1
15,76,0,7,1
46,24,0,5,1
39,77,0,11,1
43,38,0,5,1
36,81,0,8,1
36,45,0,11,1
47,20,0,8,1
21,82,0,8,1
47,37,0,8,1
20,78,0,6,1
21,84,0,8,1
22,84,0,9,1
46,29,0,6,1
21,78,0,5,1
38,50,0,10,1
45,41,0,11,1
43,41,0,10,1
42,23,0,8,1
39,25,0,7,1
45,83,0,10,1
37,52,0,11,1
39,84,0,11,1
45,24,0,8,1
42,26,0,6,1
42,50,0,3,1
45,36,0,7,1
41,79,0,11,1
35,82,0,8,1
41,58,0,7,1
20,80,0,5,1
37,40,0,9,1
46,51,0,8,1
46,25,0,3,1
38,47,0,9,1
35,38,0,7,1
40,59,0,11,1
35,77,0,9,1
20,80,0,3,1
36,80,0,7,1
45,57,0,7,1
40,42,0,7,1
44,41,0,8,1
46,24,0,5,1
11,79,0,7,1
41,33,0,4,1
44,39,0,8,1
41,47,0,3,1
44,45,0,7,1
42,29,0,3,1
40,23,0,11,1
36,51,0,8,1
35,46,0,11,1
46,79,0,6,1
16,81,0,11,1
39,26,0,5,1
46,76,0,6,1
46,75,0,9,1
14,81,0,8,1
18,76,0,5,1
16,82,0,3,1
43,58,0,7,1
43,82,0,5,1
39,32,0,8,1
48,79,0,5,1
48,31,0,5,1
39,58,0,6,1
40,27,0,4,1
11,80,0,8,1
48,42,0,7,1
19,76,0,6,1
39,25,0,6,1
40,84,0,9,1
35,22,0,11,1
45,24,0,11,1
43,43,0,10,1
14,75,0,5,1
45,58,0,11,1
46,36,0,10,1
40,39,0,6,1
36,76,0,8,1
44,43,0,5,1
49,32,0,9,1
39,44,0,7,1
45,20,0,4,1
42,82,0,8,1
37,33,0,8,1
20,80,0,11,1
44,82,0,5,1
36,25,0,7,1
40,24,0,3,1
49,35,0,11,1
19,82,0,9,1
36,27,0,10,1
43,24,0,3,1
36,50,0,4,1
49,22,0,5,1
50,56,0,7,1
35,30,0,6,1
41,36,0,10,1
36,38,0,6,1
35,47,0,10,1
39,22,0,9,1
18,81,0,8,1
39,40,0,7,1
44,51,0,7,1
43,26,0,7,1
39,52,0,11,1
37,77,0,6,1
42,33,0,10,1
49,33,0,5,1
44,48,0,11,1
45,50,0,11,1
22,83,0,6,1
48,30,0,6,1
49,76,0,7,1
36,29,0,11,1
16,75,0,7,1
38,50,0,4,1
36,29,0,6,1
36,46,0,4,1
46,84,0,3,1
16,77,0,6,1
11,78,0,7,1
19,78,0,8,1
19,82,0,4,1
44,51,0,6,1
37,27,0,6,1
47,80,0,6,1
41,28,0,11,1
35,46,0,7,1
35,21,0,8,1
48,34,0,9,1
40,24,0,5,1
39,48,0,7,1
48,44,0,7,1
49,42,0,9,1
44,25,0,9,1
49,76,0,3,1
42,82,0,6,1
44,81,0,9,1
49,53,0,3,1
35,31,0,11,1
41,75,0,6,1
12,83,0,5,1
46,50,0,3,1
39,81,0,7,1
45,56,0,10,1
47,43,0,9,1
48,82,0,9,1
45,39,0,8,1
45,27,0,5,1
40,58,0,6,1
44,42,0,4,1
35,84,0,4,1
38,20,0,8,1
44,50,0,11,1
16,79,0,7,1
35,45,0,9,1
14,81,0,11,1
41,25,0,9,1
45,50,0,5,1
45,58,0,7,1
44,40,0,5,1
20,75,0,11,1
45,43,0,10,1
37,31,0,5,1
16,84,0,8,1
43,30,0,8,1
13,77,0,10,1
37,38,0,8,1
42,75,0,4,1
43,38,0,9,1
42,23,0,3,1
17,76,0,5,1
45,46,0,5,1
46,23,0,6,1
11,77,0,6,1
37,52,0,10,1
44,82,0,9,1
43,52,0,8,1
14,80,0,4,1
38,43,0,5,1
44,54,0,11,1
23,78,0,3,1
41,28,0,4,1
37,77,0,10,1
36,49,0,3,1
43,38,0,4,1
37,43,0,7,1
39,42,0,8,1
38,50,0,8,1
46,24,0,11,1
43,33,0,8,1
36,25,0,7,1
38,33,0,8,1
44,33,0,6,1
41,80,0,5,1
39,48,0,9,1
37,38,0,8,1
43,45,0,11,1
47,77,0,10,1
45,49,0,7,1
35,78,0,11,1
44,80,0,9,1
46,46,0,10,1
48,83,0,5,1
21,33,6,192,2
13,25,5,154,2
21,54,4,145,2
21,42,5,179,2
19,45,4,136,2
17,39,4,122,2
17,39,4,136,2
10,44,4,134,2
16,42,5,173,2
13,29,6,193,2
20,24,4,140,2
17,21,6,198,2
15,45,6,201,2
11,29,5,164,2
19,41,6,209,2
13,25,5,171,2
19,58,4,137,2
15,37,4,120,2
21,28,6,187,2
19,50,6,188,2
24,28,4,122,2
21,44,5,159,2
14,35,5,164,2
19,33,5,179,2
15,43,5,153,2
17,58,4,136,2
18,29,5,150,2
11,38,5,154,2
10,22,4,138,2
16,26,4,120,2
23,55,4,133,2
23,59,6,186,2
15,55,6,193,2
11,37,4,139,2
19,55,5,157,2
11,26,4,130,2
18,46,5,177,2
15,57,5,155,2
15,38,5,152,2
18,34,6,191,2
10,58,4,124,2
11,58,6,190,2
11,49,5,164,2
12,27,4,141,2
23,33,6,193,2
23,47,4,147,2
22,44,6,187,2
13,35,6,205,2
19,37,5,155,2
24,32,6,195,2
15,51,5,167,2
19,57,5,168,2
18,44,4,143,2
12,33,6,209,2
25,44,4,141,2
13,53,4,139,2
22,42,5,175,2
18,43,6,201,2
18,30,6,209,2
18,41,6,192,2
20,44,5,156,2
16,56,6,187,2
19,42,5,173,2
21,45,6,181,2
24,59,4,145,2
22,48,6,181,2
22,20,4,132,2
10,46,4,141,2
15,44,4,135,2
23,40,5,151,2
20,54,4,129,2
15,45,5,176,2
10,50,5,169,2
11,50,6,205,2
24,30,6,199,2
10,56,6,202,2
13,32,5,169,2
14,26,4,127,2
24,27,5,167,2
24,22,6,184,2
19,30,4,149,2
14,51,5,165,2
20,38,6,192,2
20,26,6,203,2
18,44,5,151,2
13,33,6,207,2
23,30,6,205,2
21,25,6,204,2
18,28,4,141,2
13,53,4,137,2
19,53,4,134,2
17,58,6,184,2
21,23,4,142,2
24,52,4,146,2
13,44,6,196,2
24,26,4,137,2
11,41,5,175,2
16,28,6,181,2
16,53,5,163,2
23,34,4,130,2
24,34,5,176,2
20,50,5,165,2
23,53,5,161,2
18,60,4,128,2
19,50,5,156,2
12,40,6,209,2
19,33,5,154,2
20,53,5,153,2
22,26,5,178,2
11,30,4,126,2
14,36,5,160,2
19,24,4,144,2
17,29,4,123,2
15,27,6,180,2
24,27,5,176,2
12,23,4,149,2
13,49,4,141,2
11,43,4,133,2
24,50,4,135,2
24,39,6,201,2
18,58,5,177,2
10,26,6,181,2
25,24,6,204,2
13,29,4,146,2
12,33,5,160,2
19,33,4,120,2
18,23,4,120,2
21,23,4,143,2
24,31,6,208,2
12,46,4,121,2
15,48,4,138,2
16,20,6,203,2
12,35,6,204,2
19,40,4,136,2
14,37,5,160,2
13,52,4,142,2
24,45,5,167,2
22,26,4,146,2
11,37,5,151,2
13,44,5,159,2
23,46,4,139,2
18,54,5,173,2
20,38,6,181,2
15,40,6,200,2
23,57,6,190,2
12,43,4,125,2
17,51,4,126,2
13,52,6,190,2
15,49,6,185,2
20,35,5,156,2
13,44,4,144,2
22,50,6,202,2
24,35,6,185,2
21,53,5,169,2
17,47,6,201,2
23,32,4,131,2
15,34,4,146,2
15,45,4,142,2
13,45,4,139,2
18,55,6,184,2
11,46,4,148,2
10,53,6,185,2
10,47,5,158,2
16,28,4,129,2
10,56,6,180,2
18,20,4,125,2
15,47,6,189,2
17,46,6,187,2
16,56,5,154,2
17,51,5,171,2
17,50,4,144,2
16,57,5,176,2
15,22,4,122,2
13,54,4,132,2
19,45,5,149,2
15,54,6,182,2
11,43,6,192,2
12,25,5,152,2
11,56,5,173,2
16,20,5,171,2
